pop1.id	pop1.father	pop1.mother	pop1.pheno	pop1.gv	gen
32501	851	236	1.26498683240144	0.48896126647388	1
32502	677	624	0.710415609522589	0.800415388430234	1
32503	847	588	0.480929650891242	0.239521898120493	1
32504	513	604	0.0434836573893032	-0.692502581376666	1
32505	759	276	0.397395416347594	0.676076433740965	1
32506	479	20	1.52781154535913	0.105587852832279	1
32507	559	846	0.522516517099905	0.81847036145644	1
32508	709	298	1.1638657178402	0.339825333544067	1
32509	7	134	0.100998398184708	0.52162799029051	1
32510	871	34	-0.333107504907096	-0.33702563447701	1
32511	391	152	-1.22407863150724	0.0453927896160224	1
32512	9	634	0.130901002574975	-0.541324172340576	1
32513	15	232	-1.73060311966234	-0.378457227482614	1
32514	87	434	0.553096245283883	0.942413888335368	1
32515	789	886	0.27778282937483	0.64074750218014	1
32516	627	44	-1.1470813739738	-0.226886994063218	1
32517	921	550	0.71442582133178	0.410996007892117	1
32518	137	892	0.686935112860489	0.0231998737423532	1
32519	149	738	0.860225765642292	0.228651227003305	1
32520	553	582	-1.35405068932165	-0.369476838205889	1
32521	595	98	-0.361193434204642	-0.649898386701286	1
32522	685	258	0.508561526702871	0.063501908611109	1
32523	399	124	0.833517703755744	-0.0683876616255619	1
32524	859	54	0.440052051780309	-0.260758750910746	1
32525	605	398	0.188143948774695	-0.161489786053551	1
32526	445	714	-0.603201991282079	-0.224340008279644	1
32527	815	522	0.36636314842403	0.0483363039079714	1
32528	173	722	-1.06217646770157	-0.31720870276069	1
32529	941	640	-0.222207540979041	-0.151689253308077	1
32530	649	626	-0.0333747156297908	-0.0117908555434366	1
32531	365	932	-0.49797324187391	0.0416741558875595	1
32532	277	896	0.477355567431189	0.167477117528475	1
32533	403	158	-0.115319307441052	-0.44572675361493	1
32534	27	806	0.424573580348947	0.280359167619623	1
32535	141	196	0.245503524066733	0.319798310137183	1
32536	459	282	-0.704188099778958	0.516226710768858	1
32537	101	464	-1.20906048299288	-0.166836970861434	1
32538	419	378	-3.82952495263025	-0.934240591081827	1
32539	427	422	-0.850648029950129	0.126336629621994	1
32540	951	564	0.0779822484629747	0.315540964413702	1
32541	23	376	-1.1075240070188	0.202874594438923	1
32542	523	300	0.286878361609083	0.232524442355452	1
32543	993	544	0.819561962759976	-0.000229050614179327	1
32544	527	528	-0.951925873235971	-0.49659882272174	1
32545	375	470	-1.926253156667	-1.20484727487786	1
32546	501	102	-1.95651997853351	-0.88699694831472	1
32547	907	224	0.435367228662263	-0.246739292803625	1
32548	533	754	0.582520732006785	-0.0603881496556931	1
32549	517	744	-1.90462637057799	0.0890843021312552	1
32550	477	1000	1.23722567811328	0.483025373990048	1
32551	677	928	1.05323023357903	0.449936085858728	1
32552	847	962	-0.844076025771755	-0.033833832692094	1
32553	513	888	-0.0568633261928411	0.36384618810839	1
32554	759	728	1.43093688833975	0.3028747114367	1
32555	479	430	-0.337317204864525	-0.993487314959614	1
32556	559	526	0.686644102886334	-0.261533251297047	1
32557	709	838	-0.107676901442258	0.563199027494989	1
32558	7	166	1.79759667580289	0.521745168827225	1
32559	871	972	-1.14479425234513	-0.131956700686061	1
32560	391	338	0.0713757143302172	0.412158700201804	1
32561	9	270	0.0497362577124745	0.72850018862496	1
32562	15	286	-0.426666101134831	-1.04540503835413	1
32563	87	976	0.513399470513165	-0.212077685669279	1
32564	789	2	-0.281630822892264	0.514394668090965	1
32565	627	354	-1.26579299190626	-0.158920396862096	1
32566	921	312	-0.647781787636704	0.537731546126397	1
32567	137	866	-0.00644929639895031	0.575316490166037	1
32568	149	14	0.0875652799396076	-0.636279881771226	1
32569	553	752	-0.238464242626311	0.165325134472398	1
32570	595	284	0.264992951462041	0.191877386014013	1
32571	685	144	0.250673700847783	0.260422952374082	1
32572	399	62	-0.161416731908247	0.179495944082833	1
32573	859	670	-0.0419172206652066	-0.00948586413109087	1
32574	605	386	0.580838831990737	-0.391402047700137	1
32575	445	524	0.492977389559253	0.104929600886205	1
32576	815	80	1.92036894868138	0.196972306978923	1
32577	173	456	-0.0829450575766768	0.431520715740964	1
32578	941	736	1.10752281297953	-0.775247803562504	1
32579	649	50	1.02025401880112	0.311964817476868	1
32580	365	446	-0.133917974549337	-0.80311027557941	1
32581	277	652	-1.84478133602251	0.360107586023694	1
32582	403	358	-0.139957492682147	0.503906973290797	1
32583	27	708	-0.304832044950315	0.016445991041819	1
32584	141	856	-0.0976653157163833	0.200595896797444	1
32585	459	926	1.19989560356119	0.664054408919144	1
32586	101	860	0.277446705884319	0.163023810128464	1
32587	419	568	-0.654806208528888	-0.167158934925735	1
32588	427	484	0.17299729061078	-0.703067892841989	1
32589	951	700	-0.582102794627972	-0.0679013581371123	1
32590	23	874	0.394185481237601	0.617782959866789	1
32591	523	940	0.130978854263498	0.677257177619369	1
32592	993	432	0.195845674940088	0.0721041976644491	1
32593	527	814	0.906438337518689	0.399960913086937	1
32594	375	230	0.963658653548974	-0.644409744663888	1
32595	501	296	0.394966469991227	0.0490393579985214	1
32596	907	746	-0.445478544055802	-0.0340270911783055	1
32597	533	654	-1.33296597576899	0.126284171658148	1
32598	517	922	1.56418556881612	0.393775683772518	1
32599	477	194	1.10343788308273	-0.0121270888149653	1
32600	851	618	1.24481282366931	0.282258199739413	1
32601	847	548	-1.12336835410338	-0.933330565263977	1
32602	513	740	-0.586824989996688	-0.592242725353406	1
32603	759	596	-1.64853878853221	-1.26920850870802	1
32604	479	842	-0.394165365057456	-0.500055267204072	1
32605	559	332	0.277203657926194	0.792196337810484	1
32606	709	920	0.487953941164992	-0.359098573080222	1
32607	7	958	0.274509277475148	-0.497185828988277	1
32608	871	802	0.857335655638487	-0.404394524046381	1
32609	391	872	1.17685205111821	0.787263417318511	1
32610	9	362	1.28415509291335	0.331908560261304	1
32611	15	342	-0.930854142850002	0.246737511412392	1
32612	87	324	1.23877249022255	0.496672998725662	1
32613	789	28	0.555426071898541	-0.0618146490514095	1
32614	627	146	-0.725244061976199	0.352202549959227	1
32615	921	6	-0.503680505539484	0.346676089247239	1
32616	137	356	-0.606288285238765	0.362701082642865	1
32617	149	78	-0.0883539648733754	-0.725772061296692	1
32618	553	288	1.45422143328173	0.716535946631503	1
32619	595	90	1.3440077240859	0.682884151844497	1
32620	685	710	-0.341930435158957	-0.548949533712151	1
32621	399	48	0.475046705023317	0.985032518232621	1
32622	859	678	-0.619206267060118	-0.708039741623295	1
32623	605	304	-0.27457796347692	-0.876987187979448	1
32624	445	756	0.279862655938689	0.0142907144692125	1
32625	815	590	-2.60618390778474	-0.938152933514701	1
32626	173	862	0.650367398332245	-0.749750054916822	1
32627	941	572	-0.929616356392205	-0.338663413159584	1
32628	649	410	-1.71201943259462	-0.996597686610965	1
32629	365	688	-2.55671068845427	-1.2403055850339	1
32630	277	370	0.422107127784627	1.17034797097791	1
32631	403	758	-0.996818121400111	-0.493535818267165	1
32632	27	848	-0.0321095807857915	-0.0326243198379352	1
32633	141	646	-0.472994705933097	-0.520565781540311	1
32634	459	716	-0.900150981688776	0.0828067304950336	1
32635	101	506	0.134317614444517	-0.135833645596025	1
32636	419	182	-0.337410231533108	0.799600530794788	1
32637	427	58	0.972572394859888	0.0556921775726425	1
32638	951	246	0.969712769178866	0.0877210922034967	1
32639	23	508	0.310840099382524	0.672000997175877	1
32640	523	220	-0.888493572284341	-0.0638886848241823	1
32641	993	804	3.14219546014925	0.491805764472989	1
32642	527	394	-0.411797429057488	-0.778780369925853	1
32643	375	468	-0.306794249438027	-0.160833586675819	1
32644	501	994	-0.987278689363113	-0.858915012816191	1
32645	907	330	-0.696040957825729	-0.38158706031277	1
32646	533	530	-0.649246387053761	-0.763378909420309	1
32647	517	292	0.82421622775539	0.716243066544471	1
32648	477	150	1.10274689344785	1.2277199101933	1
32649	851	52	0.650808360899845	0.478539609989856	1
32650	677	290	1.44790348708523	0.0899386447653327	1
32651	513	546	0.81907106901555	-0.86803223572644	1
32652	759	672	0.703079066977385	-0.0670755051733888	1
32653	479	336	-0.209865330351097	-0.407702695367726	1
32654	559	770	-1.26409580361113	-0.412218167551978	1
32655	709	126	-0.496519038705217	0.149508185311083	1
32656	7	494	-1.02115065565391	-0.754538706421318	1
32657	871	168	0.666374545485342	-0.184928785274292	1
32658	391	198	-0.0944925020713263	0.0677622412935716	1
32659	9	164	-1.05046287703196	-0.228983002217887	1
32660	15	74	-1.04789240903207	-0.697217590359081	1
32661	87	374	-1.76223482645156	-0.942009242320178	1
32662	789	326	2.21792132931763	0.396394473656637	1
32663	627	160	-0.770968734239412	0.0551845139796186	1
