pop1.id	pop1.father	pop1.mother	pop1.pheno	pop1.gv	gen
1001	929	868	1.81206963350939	0.211889141611145	1
1002	853	488	1.52706842450477	0.135541976061832	1
1003	249	42	1.21802953309729	1.15551996514827	1
1004	661	84	-0.243657678537953	-0.184314082646454	1
1005	363	466	0.249955612896842	0.6387179780197	1
1006	849	902	1.85019651490123	1.62143438374423	1
1007	731	864	0.849692280949998	0.70261630384464	1
1008	957	862	0.292969413855913	-0.217994321988489	1
1009	777	960	0.402177441759986	0.316099367458054	1
1010	921	10	0.0549821642306185	-0.310650115671459	1
1011	599	736	0.744413275857751	-0.11961734660038	1
1012	217	610	0.109390477767273	-0.0518257274017906	1
1013	591	914	0.411416058792707	0.028456105473769	1
1014	941	524	-0.333152465279228	0.117785644502009	1
1015	235	892	-0.346000588078657	0.0595059185751095	1
1016	253	566	1.36458085792102	0.0419444014703235	1
1017	327	20	-0.179952851535929	0.169029256849394	1
1018	641	520	-1.47657341094878	-0.480745329488206	1
1019	229	518	0.531332060975104	0.146542629063544	1
1020	25	216	-0.409333870089873	0.160034479290031	1
1021	905	144	1.04708098803411	0.100716441990547	1
1022	527	622	-1.56901604882285	0.694935479404837	1
1023	301	194	-0.910530943505097	-1.47467477460507	1
1024	797	210	-1.273389872783	-0.635906656970344	1
1025	693	226	0.108021209978057	-0.248088961019841	1
1026	199	586	0.172215356741039	0.283511649230262	1
1027	433	762	0.828344749603564	0.612622720023967	1
1028	815	162	-0.130160932909998	0.204863725817013	1
1029	259	538	1.78770671037898	0.493320963046889	1
1030	45	402	1.9489529010079	0.384665863237421	1
1031	127	242	0.912919307427337	-0.156438871046463	1
1032	63	584	1.03100813834758	0.0766574914440196	1
1033	615	126	1.29671075584942	-0.130709890029719	1
1034	19	396	1.43088925971605	0.251084542022546	1
1035	673	94	-0.027775863718974	-0.252151858145267	1
1036	159	52	-0.557165141964549	-0.591990291464377	1
1037	491	368	0.150811883857817	0.11060543945263	1
1038	195	110	-0.501214367233544	0.274445865117774	1
1039	647	644	0.471135345103181	-0.136594338231792	1
1040	105	776	0.323932292267724	-0.392882235273787	1
1041	871	38	0.768265157132637	-0.15006942053973	1
1042	123	420	-1.64876792886285	-0.390540993585582	1
1043	487	254	0.725592960092528	0.102355490411775	1
1044	611	924	-0.3945792610598	-0.0718070645759358	1
1045	453	338	-1.03757880757279	-0.300938722456068	1
1046	299	748	-1.07139464126815	-0.303196688306631	1
1047	5	674	0.908071219654639	0.403570221829226	1
1048	15	366	0.891022397517275	-0.0901140266242968	1
1049	219	374	-0.568015737576593	0.435131873172288	1
1050	695	878	-0.515019892259188	0.104590644738734	1
1051	853	418	-0.835550427891376	0.134874016403794	1
1052	249	414	-0.47973449057328	-0.173792518011621	1
1053	661	142	-1.13021770897775	-0.849805973116791	1
1054	363	320	1.63971929720498	0.402079174535713	1
1055	849	438	-0.350024490667355	-0.100959767096321	1
1056	731	728	2.48024107945817	0.822706054309443	1
1057	957	894	0.123578247136064	0.560009818703445	1
1058	777	128	0.559149559887498	-0.268043697959912	1
1059	921	486	-0.00531601551517324	0.568756807962679	1
1060	599	434	0.407972998306892	-0.00612111915388695	1
1061	217	508	0.201698955590512	0.179332568044873	1
1062	591	882	0.469974904377484	0.652927474008532	1
1063	941	672	1.35194577368419	0.146349719076769	1
1064	235	114	-1.06540253166417	0.214617220752924	1
1065	253	936	-1.08341120242367	-0.350599415533479	1
1066	327	988	-0.442279617232415	-0.684317747007575	1
1067	641	752	1.52435160802194	0.0715121831176368	1
1068	229	428	1.54951558006211	0.250929144492207	1
1069	25	556	0.972945253591255	0.673529840144376	1
1070	905	530	0.26459136909874	0.426896321363091	1
1071	527	112	-0.394488396616374	0.130734150218312	1
1072	301	852	-1.37932569735402	0.0463953862990298	1
1073	797	534	-0.0666022412723544	0.531933802849142	1
1074	693	322	1.60799071908667	-0.347876767134385	1
1075	199	816	-0.446405163580445	-0.318140726208319	1
1076	433	552	-0.212158998142126	-0.195791560631841	1
1077	815	614	1.19277189605291	-0.0754946263378559	1
1078	259	950	-1.75493943342905	-0.311726492180307	1
1079	45	698	-0.433274344532593	-0.0901628480505568	1
1080	127	592	-0.345701394025616	-0.134290643788098	1
1081	63	444	1.48205504930823	1.0709817336305	1
1082	615	652	1.39761814719585	-0.537652825462015	1
1083	19	14	0.293196130503903	-0.363500460431894	1
1084	673	572	1.22838284255659	-0.221356030195575	1
1085	159	484	-0.858984493231038	0.0450310044129755	1
1086	491	308	0.341695775508198	-0.0695013242502794	1
1087	195	560	0.0308178404504151	0.881180391571781	1
1088	647	202	-0.510348286470408	-0.850326536203781	1
1089	105	326	-1.66303904159651	-0.378325707414466	1
1090	871	848	-0.268749319931095	-1.03502186678683	1
1091	123	734	-0.0152663528043562	-0.140034728368129	1
1092	487	230	-0.222440230969442	0.00117530994764198	1
1093	611	558	0.368571815655817	-0.0330475869811007	1
1094	453	648	0.111717930335463	0.223543525809154	1
1095	299	36	0.155529350162201	0.141456453687392	1
1096	5	596	0.288881192574207	-0.0956852212859674	1
1097	15	362	0.12453622216327	-0.293083198219155	1
1098	219	30	1.0293560064778	0.500385711560255	1
1099	695	910	-0.756229301407118	-0.953849340769569	1
1100	929	814	-0.00978728012153207	0.193759450870345	1
1101	249	994	0.082210447078667	-0.210685707827988	1
1102	661	732	-2.04407842509178	-0.813170782755797	1
1103	363	660	2.30570317395818	0.458706194813478	1
1104	849	68	0.0382526442835044	0.442471594786283	1
1105	731	404	0.399501227266556	-0.200046907810003	1
1106	957	826	0.62390057255667	-0.641432953797409	1
1107	777	480	-0.673964734167014	-0.481147524366159	1
1108	921	702	0.639312843643589	0.600556077973018	1
1109	599	938	0.817881045761488	-0.47321008000764	1
1110	217	896	-1.52648335491647	-0.214887457185649	1
1111	591	122	0.277855229766443	-0.460676316947987	1
1112	941	24	0.879316802635239	0.302869543593249	1
1113	235	28	-0.0675906017602111	0.195933501588676	1
1114	253	998	0.173973922622835	0.584072202386803	1
1115	327	954	0.319431379566795	-0.983738948764123	1
1116	641	850	-0.0635469014930415	-0.320525665729758	1
1117	229	582	0.346652675395712	0.0295767347962673	1
1118	25	12	-0.738826755746533	-0.796314503023686	1
1119	905	696	0.210414620053624	-0.269100251781692	1
1120	527	792	-0.501237945036798	0.359508941604952	1
1121	301	802	-0.848970602985253	-1.21797906797107	1
1122	797	222	0.263774865109358	0.866652883262138	1
1123	693	746	1.04134596757062	0.221157243674387	1
1124	199	406	0.938018115075976	0.0728106585610246	1
1125	433	608	-2.25955387887029	-0.624760849052649	1
1126	815	262	-1.43539302978418	-0.828696371146412	1
1127	259	860	0.0515771043732511	0.557792193004095	1
1128	45	926	-1.44467724682705	-0.132813746020869	1
1129	127	904	-0.977092633559346	-0.57340815890328	1
1130	63	598	0.473213297559543	0.455749618705649	1
1131	615	72	-0.718956312045818	-0.845849468537483	1
1132	19	294	-0.437634962979866	-0.61430699474154	1
1133	673	154	-0.0700728715589903	-0.487293182530891	1
1134	159	588	1.1168343524573	-0.235223274789319	1
1135	491	568	-0.0825605010673257	-0.328982741172495	1
1136	195	44	-2.28778653202078	-0.606885867544155	1
1137	647	964	-1.43858828364746	-0.526288063824032	1
1138	105	494	-0.0910169563576338	-0.215094971433316	1
1139	871	634	-0.424662534639566	-0.463563652163013	1
1140	123	540	-0.485417241786766	0.687061037589072	1
1141	487	440	-1.70169933300997	-0.894457198054873	1
1142	611	446	0.286564000620215	0.282646871832332	1
